Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,pH Value,Soil Condition,Fertilizer Name
33.1,57.5,42.07,17,0,23,11.19836978547018,Moderate,20-20
26.16,59.25,36.27,36,0,0,10.997142505532352,Good,10-26-26
32.22,68.32,47.1,15,4,10,5.868759435830151,Moderate,20-20
25.96,57.58,55.01,15,0,41,10.78737939878224,Moderate,14-35-14
29.98,56.89,32.9,36,0,0,8.937067068529945,Good,Urea
26.5,52.28,28.61,7,20,18,10.910587639450211,Good,Urea
36.91,73.2,33.96,11,0,11,5.474705766297356,Poor,28-28
34.0,73.7,57.78,39,4,2,8.288109074879195,Poor,20-20
27.53,51.5,38.22,25,0,14,9.739285329542536,Good,10-26-26
35.43,50.87,44.74,18,0,36,8.050203480640484,Moderate,DAP
32.22,54.23,47.91,7,12,25,11.516442742177752,Moderate,17-17-17
26.65,56.41,66.61,14,0,13,7.077880039671176,Good,14-35-14
26.9,42.45,46.23,8,16,11,5.728117920992246,Good,20-20
30.49,55.56,64.02,11,0,34,10.777487524091512,Poor,17-17-17
26.99,44.75,36.06,12,3,16,8.324266197729496,Good,Urea
26.11,58.64,22.93,40,2,0,8.658248967745324,Moderate,14-35-14
32.64,56.74,45.11,34,0,3,9.80158274298735,Moderate,Urea
28.63,63.42,48.86,21,0,18,9.158855435341632,Good,10-26-26
22.6,60.21,36.97,18,3,25,4.073327225128561,Good,20-20
28.97,68.66,31.32,39,1,1,9.458112916761122,Good,17-17-17
32.04,68.28,40.21,21,3,23,11.85082723921167,Moderate,14-35-14
25.6,54.32,31.26,14,0,42,10.664179261136336,Good,Urea
28.9,60.24,35.76,40,0,0,9.160197790939865,Good,17-17-17
26.66,60.4,30.09,33,2,4,10.413521100029058,Good,10-26-26
33.83,61.27,70.0,12,1,38,5.691358943776265,Poor,17-17-17
34.54,63.82,62.84,42,0,1,9.073914475671772,Poor,14-35-14
28.91,41.55,69.89,9,0,12,4.88060089023419,Moderate,DAP
36.28,62.7,32.29,37,0,0,11.0455855416357,Moderate,20-20
25.51,66.21,44.24,21,2,16,7.569935910706792,Good,17-17-17
24.4,60.18,37.67,42,4,0,11.383784457549908,Good,DAP
32.06,46.96,51.16,8,8,29,10.110676907980949,Poor,14-35-14
40.0,71.75,46.13,8,4,28,5.143397600158516,Poor,DAP
24.3,54.99,32.02,4,14,20,11.409907936952514,Good,17-17-17
29.47,59.72,59.54,2,13,28,4.706881152789563,Moderate,28-28
36.49,69.41,58.49,45,2,0,7.650956187255639,Poor,17-17-17
24.26,61.88,65.71,6,4,10,7.547286428838052,Moderate,DAP
27.6,56.81,32.67,0,14,20,11.518982913614012,Good,DAP
23.84,61.45,20.0,8,12,34,6.50722437740109,Good,28-28
31.05,59.62,35.9,46,1,1,7.582309657886674,Moderate,Urea
28.51,55.73,42.73,34,0,0,9.947019900067222,Good,Urea
36.45,68.49,26.71,21,1,24,11.937381517253758,Moderate,10-26-26
29.8,66.69,70.0,11,6,30,9.002152224724046,Moderate,28-28
27.41,49.33,22.31,30,0,0,9.920922657389122,Moderate,28-28
30.29,48.59,52.49,20,2,24,4.448387963536963,Poor,DAP
40.0,69.41,43.69,12,0,45,7.098857808517179,Good,10-26-26
26.52,49.7,59.42,8,0,14,8.759631393352246,Moderate,Urea
29.97,57.71,70.0,8,7,32,5.239686422860522,Moderate,17-17-17
29.01,57.85,40.02,16,3,41,8.99437721151396,Good,28-28
31.5,53.39,52.53,1,13,18,5.273031849204099,Poor,17-17-17
28.83,59.28,49.24,33,0,0,8.838378179975692,Good,14-35-14
23.87,61.85,26.36,44,0,4,4.581357712040076,Good,14-35-14
36.75,69.93,42.63,9,4,38,9.669859291578138,Moderate,Urea
34.96,53.85,35.07,42,1,0,8.599373812869676,Moderate,28-28
32.9,66.62,21.84,39,4,2,9.908339695594808,Poor,17-17-17
24.66,59.3,31.83,37,0,0,10.330983359921802,Good,14-35-14
28.78,65.76,64.46,9,11,34,9.64965356612568,Moderate,10-26-26
36.61,57.83,47.58,26,1,22,8.332131085150648,Moderate,Urea
30.33,61.55,45.94,13,0,40,9.950462310302782,Moderate,14-35-14
24.68,45.27,47.81,21,0,27,6.821573420454968,Excellent,DAP
20.7,52.06,31.55,24,0,19,7.7828452750803985,Good,20-20
30.81,65.77,45.65,11,1,11,10.43732587665204,Moderate,17-17-17
36.75,74.94,55.55,37,0,0,7.947860413713002,Poor,20-20
29.68,55.32,30.31,19,1,14,10.97888307515656,Good,28-28
29.45,51.32,62.42,13,1,10,10.89044923857201,Moderate,28-28
33.28,70.59,39.69,10,13,14,9.356096071582822,Poor,Urea
28.42,49.48,38.23,9,11,25,10.354906347148123,Good,14-35-14
29.18,67.41,29.21,8,14,17,8.308541991941134,Good,Urea
35.39,69.31,42.02,12,8,28,11.626022532602486,Moderate,10-26-26
33.12,66.48,41.95,7,0,15,4.742819830213315,Moderate,10-26-26
28.27,69.62,65.41,3,10,32,8.90994843281388,Moderate,14-35-14
33.61,68.82,40.58,13,0,39,5.514898622649492,Moderate,10-26-26
25.71,55.35,40.7,40,3,0,11.161095064814797,Good,10-26-26
31.15,66.9,49.75,14,16,15,10.050293619689532,Moderate,17-17-17
23.02,62.92,28.92,41,1,0,10.498298551763389,Good,DAP
25.53,52.01,43.54,8,0,12,9.253052432105545,Good,Urea
29.52,46.94,40.51,32,0,0,6.938802997049272,Excellent,10-26-26
31.28,59.63,56.79,10,10,16,10.562834737122955,Poor,DAP
27.39,58.57,47.88,17,3,28,6.720002544020952,Excellent,Urea
24.97,57.24,56.69,8,0,33,6.404579694817305,Good,14-35-14
34.81,77.03,58.09,36,2,0,8.483761886022954,Poor,10-26-26
30.22,68.75,58.39,12,9,14,11.628478841237502,Poor,14-35-14
27.95,52.04,60.22,12,1,4,7.638268892567583,Moderate,10-26-26
36.68,59.35,46.12,42,0,3,10.694779883107676,Moderate,20-20
33.98,50.38,53.63,8,6,37,10.05950199419632,Poor,17-17-17
35.25,65.6,41.85,45,0,0,5.890972702657255,Moderate,28-28
21.87,46.4,37.57,16,1,19,9.73966154837692,Good,28-28
21.66,44.54,59.31,38,4,1,9.1338728208925,Moderate,20-20
27.7,51.81,52.3,9,1,35,5.714243764944687,Moderate,Urea
35.18,71.74,59.5,7,0,14,6.733113397592797,Poor,10-26-26
31.64,58.28,29.1,36,3,0,5.948251657947466,Moderate,10-26-26
30.89,46.85,55.84,3,19,16,9.549293382608424,Poor,DAP
35.7,57.43,35.8,9,10,27,5.5570512951131565,Moderate,Urea
33.87,54.76,35.38,26,3,21,11.772024449540254,Moderate,10-26-26
37.24,59.51,60.24,8,4,26,7.496167617055327,Moderate,10-26-26
27.81,67.33,35.83,25,3,19,9.175836700229832,Good,10-26-26
38.13,56.75,55.03,27,3,19,9.41320239740551,Poor,14-35-14
31.88,69.26,37.67,3,9,27,4.124915997670301,Moderate,28-28
37.62,56.81,33.81,11,0,14,11.703778593148693,Moderate,10-26-26
22.41,58.55,33.15,9,0,14,11.683542947529013,Good,Urea
29.65,57.73,44.42,13,0,11,7.305925364074589,Excellent,28-28
28.76,50.29,26.63,15,0,13,9.825288645672613,Good,Urea
23.62,54.1,36.08,17,3,39,10.497359502901327,Good,14-35-14
33.13,65.2,62.77,14,3,42,10.598289450713706,Poor,Urea
30.05,49.6,38.88,11,0,41,5.374462087037424,Moderate,DAP
20.14,55.39,34.9,7,20,13,11.858082587139432,Good,17-17-17
25.12,59.64,41.7,33,2,2,7.157889643521817,Excellent,20-20
33.19,62.06,52.48,12,13,8,8.868829565278215,Poor,14-35-14
34.27,61.65,38.7,19,0,25,4.193161698472946,Moderate,DAP
27.91,57.81,37.13,20,0,20,9.260377417357263,Good,28-28
28.82,53.07,33.55,2,23,13,10.942073060788289,Good,20-20
26.41,53.31,47.82,8,0,43,7.827262639013906,Good,17-17-17
30.4,55.73,55.43,34,1,0,6.742486850587081,Moderate,14-35-14
32.51,54.93,36.01,21,0,18,5.83890214032639,Moderate,17-17-17
26.68,58.71,31.63,24,0,23,9.836568002404965,Good,10-26-26
29.79,52.4,41.74,24,0,20,11.850998703951262,Good,DAP
27.58,61.82,63.26,15,3,39,9.95816349312542,Moderate,14-35-14
33.86,71.98,39.51,20,0,20,9.207178608943352,Poor,20-20
31.19,54.28,56.93,34,0,4,7.597975808736258,Poor,28-28
37.5,78.9,55.18,4,10,27,6.2227751509492,Poor,17-17-17
24.53,51.09,51.48,13,0,40,5.569282324366813,Moderate,14-35-14
34.71,71.46,27.27,38,0,0,5.185035937758168,Poor,20-20
28.71,61.58,39.06,39,3,0,7.089271269516314,Excellent,Urea
26.71,56.92,34.15,32,0,3,10.498984250531931,Good,14-35-14
38.54,57.01,49.61,26,0,22,5.392183221704716,Moderate,17-17-17
36.76,71.56,36.82,17,1,35,6.362730316164292,Moderate,DAP
30.58,51.06,30.0,10,3,9,9.880855027048264,Moderate,DAP
29.48,49.92,23.52,15,0,15,6.726199449514516,Good,14-35-14
31.21,58.81,41.61,5,5,24,4.519747335668085,Moderate,28-28
34.58,58.18,59.64,14,2,36,4.730619611906123,Poor,10-26-26
30.13,63.29,31.12,1,14,12,8.880702449847632,Moderate,10-26-26
30.13,58.46,60.18,11,0,9,11.81981542519584,Poor,DAP
24.63,53.02,36.99,24,1,18,8.667384724051875,Good,DAP
30.44,63.3,49.43,7,0,12,10.829406597514703,Moderate,Urea
26.65,56.89,50.34,6,15,19,10.507313265012016,Moderate,28-28
32.06,55.75,63.43,41,1,0,9.644751776210846,Poor,10-26-26
29.22,51.42,31.77,36,4,0,8.787345310435867,Good,10-26-26
24.12,52.17,38.96,17,2,43,6.50001327194675,Excellent,20-20
36.74,54.42,31.68,26,0,19,9.532490001527988,Moderate,28-28
34.73,70.2,55.44,4,5,29,10.04345221450771,Poor,17-17-17
26.11,42.81,42.69,17,0,14,10.871294150997302,Good,DAP
27.48,43.68,31.29,38,1,0,9.27875639178901,Good,DAP
24.26,56.62,34.63,22,0,19,11.679224296038742,Good,28-28
27.33,58.93,31.31,24,0,18,9.353169736783434,Good,Urea
32.75,57.13,30.99,8,0,36,6.018109673383976,Good,DAP
24.32,64.62,26.9,5,5,26,8.546095690378827,Good,14-35-14
34.22,66.2,65.25,8,7,32,10.845781065202392,Poor,10-26-26
26.56,61.21,46.73,3,18,16,7.705331102639226,Good,DAP
30.77,60.08,39.33,19,0,22,4.797613710146703,Moderate,10-26-26
28.84,59.5,20.0,9,0,35,10.926392362543638,Moderate,20-20
25.9,59.1,46.8,23,0,21,6.093932706206348,Excellent,Urea
26.17,51.76,33.52,35,0,0,11.824038990088573,Good,14-35-14
27.2,62.82,65.08,10,0,39,5.57418173038858,Moderate,Urea
29.73,48.28,26.09,40,3,0,8.4773220833676,Good,28-28
32.31,63.38,48.51,6,8,21,6.873752212389747,Good,DAP
36.46,63.12,40.28,34,2,4,7.163411380113732,Good,Urea
22.84,59.33,62.69,10,0,7,9.863765774640088,Moderate,DAP
25.4,56.88,53.51,10,9,27,8.441409791727137,Moderate,28-28
34.47,55.51,46.55,10,16,9,7.6809198295236865,Moderate,14-35-14
24.83,57.64,41.53,23,0,23,10.97533374100625,Good,DAP
34.99,53.45,34.55,5,0,11,8.884485752615491,Moderate,28-28
35.41,55.99,30.99,14,0,34,7.860745591031539,Moderate,20-20
35.73,68.68,38.23,26,0,17,7.865703431938794,Moderate,28-28
38.03,72.22,45.56,7,0,31,7.834573374751754,Poor,10-26-26
38.49,73.46,46.36,3,7,30,6.026104585972515,Moderate,DAP
35.33,57.99,70.0,12,4,41,6.646906763296581,Moderate,DAP
27.72,44.26,20.0,11,12,30,8.407228188170986,Moderate,Urea
32.64,48.78,46.52,43,4,0,4.950324749135861,Moderate,10-26-26
20.18,51.57,34.03,22,1,21,11.576943713807475,Good,28-28
32.15,57.67,51.66,9,15,7,7.869495796459028,Poor,Urea
31.33,55.22,24.37,12,0,35,9.213782990344882,Poor,Urea
25.58,54.13,29.55,9,0,5,8.66601456959044,Good,20-20
23.98,55.05,31.37,34,1,0,8.312382519872203,Good,20-20
32.63,64.09,48.36,3,22,18,4.579564973503175,Moderate,DAP
30.75,52.41,37.5,38,2,0,8.101216537017084,Moderate,Urea
27.83,48.97,45.35,16,0,20,8.498128992255225,Good,20-20
29.78,57.79,45.7,7,9,29,5.4183023154300445,Good,10-26-26
27.09,53.92,37.19,22,0,28,10.03928025467164,Good,DAP
26.43,60.25,35.78,15,2,36,6.363018610017732,Excellent,20-20
27.82,48.81,25.68,44,1,0,6.916083492790665,Excellent,17-17-17
33.4,62.87,43.1,23,4,21,5.747333174989629,Moderate,Urea
31.47,62.21,66.18,12,8,30,11.561589297963703,Poor,Urea
31.35,67.11,31.38,11,2,18,9.495596433068282,Moderate,14-35-14
26.82,51.3,34.82,8,1,11,6.665793293169086,Excellent,17-17-17
26.78,65.69,55.2,7,7,32,11.515067661664933,Moderate,10-26-26
25.92,47.69,61.97,6,3,11,7.780726104664194,Moderate,Urea
27.58,42.95,54.69,9,0,4,10.781165250883488,Moderate,10-26-26
34.13,69.91,26.15,4,6,27,4.029335977304132,Moderate,Urea
27.47,46.61,31.72,8,0,14,8.78076296131602,Good,17-17-17
37.79,66.43,53.61,13,2,8,8.733359392029014,Poor,Urea
37.81,64.17,31.59,39,2,4,8.54360382628237,Moderate,Urea
30.8,58.77,21.23,44,3,0,4.44162532803743,Poor,28-28
28.25,54.74,70.0,15,8,12,5.063182995538079,Moderate,17-17-17
26.16,45.71,32.82,36,0,2,8.009827777833681,Good,Urea
33.66,67.43,38.06,41,2,0,9.27831293697392,Moderate,28-28
33.31,66.96,40.72,7,5,26,4.623915832642586,Moderate,20-20
34.91,57.74,67.05,8,16,14,5.340175240201317,Poor,20-20
27.14,52.85,56.68,11,0,13,10.584802278770985,Moderate,17-17-17
28.7,54.12,34.2,27,0,23,11.678507573736216,Good,DAP
29.99,45.79,31.39,18,13,9,11.893644969188808,Good,10-26-26
39.07,73.97,37.05,10,10,34,7.327536987960767,Moderate,10-26-26
25.64,57.81,39.15,9,0,41,5.402227721258515,Good,10-26-26
32.86,61.11,38.13,25,0,18,11.838667256998145,Moderate,DAP
35.95,56.17,51.09,9,10,12,4.418165487803159,Poor,20-20
38.15,76.07,50.5,41,0,4,8.148949871867213,Poor,Urea
27.97,61.87,53.56,9,2,28,6.809988093132577,Good,20-20
32.21,69.43,39.24,12,4,40,11.990934839574114,Moderate,14-35-14
35.52,75.0,62.64,16,0,34,11.270748004920224,Poor,DAP
27.25,57.18,56.38,11,11,28,11.929826980874,Moderate,Urea
34.84,55.67,20.0,41,0,0,8.906196179737414,Poor,10-26-26
38.74,72.41,27.4,11,0,38,11.954030249299668,Poor,20-20
26.87,52.34,36.12,16,1,40,4.126969569337762,Good,17-17-17
33.62,61.17,32.6,9,0,36,9.909374757034264,Moderate,28-28
31.47,70.69,49.36,10,0,37,9.582399688363008,Poor,17-17-17
20.18,49.8,27.78,21,0,14,8.568384110090225,Good,17-17-17
27.16,55.4,35.51,44,0,2,9.674470878956448,Good,10-26-26
29.22,51.72,43.95,26,0,17,7.016853740602893,Excellent,Urea
31.2,50.88,26.64,46,0,0,6.18694309335771,Good,DAP
35.95,72.98,52.9,3,14,16,5.552740949779603,Poor,20-20
38.86,75.86,37.69,6,2,35,9.059368791443632,Poor,14-35-14
35.31,77.47,46.4,6,11,29,11.828897559208798,Poor,28-28
30.59,56.57,30.01,4,7,31,11.245517416701787,Moderate,28-28
26.12,58.73,50.26,7,8,35,5.13008323503792,Moderate,28-28
25.49,50.89,63.63,12,0,6,11.906376963839689,Moderate,17-17-17
33.52,57.98,49.92,5,2,31,5.592926202678752,Moderate,DAP
31.88,52.97,49.87,26,2,22,7.248895500806071,Good,Urea
33.94,55.33,48.3,17,4,14,11.799183840644185,Moderate,Urea
27.97,47.65,45.75,8,2,39,10.578788208024475,Good,14-35-14
29.43,65.58,51.3,26,0,14,4.2305839880606,Moderate,DAP
29.37,58.44,44.49,28,0,21,4.821953421026463,Good,10-26-26
27.43,56.68,24.36,19,0,36,7.44172018471553,Good,14-35-14
32.66,59.5,27.0,33,0,4,11.059482697510816,Moderate,DAP
25.17,43.89,65.91,33,2,0,8.778307446557411,Moderate,Urea
27.51,55.86,41.39,14,0,37,7.989699072152957,Good,10-26-26
26.81,58.78,49.15,14,2,10,7.758572723385329,Good,28-28
29.29,69.9,43.81,28,0,21,4.911928096820527,Good,Urea
32.07,63.03,39.38,42,3,0,7.969768394114285,Moderate,14-35-14
30.29,69.78,31.58,15,0,36,10.014046965062857,Moderate,17-17-17
22.46,48.46,43.17,17,0,23,10.370566990945289,Good,17-17-17
24.89,41.79,54.45,15,8,19,5.96503238818753,Moderate,Urea
29.43,62.46,43.26,0,8,30,8.61247614150573,Good,28-28
40.0,76.58,43.4,16,14,19,5.171729222610858,Poor,20-20
33.82,63.87,30.01,12,1,35,5.386605737689606,Moderate,Urea
36.91,75.0,34.75,8,4,38,5.760917705332293,Poor,28-28
29.11,66.22,57.05,15,15,14,7.031731118597538,Good,28-28
37.61,71.93,31.01,8,2,33,4.2245702610024205,Poor,DAP
23.97,42.57,33.9,5,12,16,8.252967053356553,Good,28-28
21.48,43.69,41.22,13,3,10,7.49674556629165,Excellent,Urea
28.56,69.25,43.73,34,0,3,7.336748431765849,Excellent,20-20
24.78,56.42,25.51,14,13,10,10.676785070494285,Good,17-17-17
28.78,60.98,46.86,18,1,13,7.921250997879007,Good,20-20
25.83,42.5,60.32,7,3,5,8.199817748804085,Moderate,28-28
21.27,59.98,35.59,9,1,37,7.641364422004575,Good,10-26-26
27.79,46.46,33.4,13,0,38,8.265087475134528,Good,10-26-26
36.34,67.59,43.01,40,0,0,7.0873306587493,Good,DAP
26.57,52.98,56.7,3,7,32,5.426663157717846,Moderate,20-20
27.78,57.1,42.64,10,0,37,10.864706582473552,Good,28-28
26.99,44.73,51.9,6,0,18,7.783180336894016,Moderate,17-17-17
29.83,64.29,45.68,16,0,13,7.33268549339044,Excellent,20-20
23.56,56.69,37.04,7,0,3,10.315409861936295,Good,10-26-26
31.85,62.5,31.51,36,0,0,8.103786538234342,Moderate,17-17-17
26.79,58.42,26.41,8,11,9,8.851526487064362,Good,28-28
27.02,55.09,35.69,36,0,0,9.0438339490758,Good,Urea
25.4,59.23,35.65,38,1,0,7.063598939429059,Excellent,20-20
28.2,47.14,48.34,37,0,0,10.46822871006358,Good,17-17-17
34.32,61.36,44.53,11,11,11,10.79551340899421,Moderate,DAP
34.8,76.07,30.81,7,0,38,8.986016572262649,Poor,28-28
33.52,65.3,40.12,9,14,16,7.1914826567707815,Good,20-20
29.16,51.25,37.86,17,3,15,4.036412175745788,Good,Urea
33.55,69.48,37.73,42,4,0,11.55585452222324,Moderate,10-26-26
35.14,68.94,36.73,12,0,32,8.942994651696855,Moderate,10-26-26
31.21,67.98,48.85,10,0,37,4.718337986759686,Moderate,28-28
27.89,53.82,40.72,14,0,45,5.691749559651749,Good,Urea
39.78,72.13,29.77,7,2,41,9.276680768196846,Poor,28-28
33.64,62.64,37.52,9,0,42,11.27410273451877,Moderate,20-20
26.29,44.72,37.75,17,0,36,5.316611476230867,Good,20-20
27.42,62.2,57.15,38,0,4,8.200277003399194,Moderate,14-35-14
32.51,53.53,45.88,36,0,2,7.040782613723483,Good,28-28
33.57,54.09,68.48,8,9,26,7.625625644331227,Poor,28-28
30.06,57.82,29.93,38,0,0,8.135794628542548,Moderate,Urea
40.0,75.94,34.96,12,2,10,10.400016137026473,Poor,28-28
21.36,46.46,35.37,23,1,21,9.957851917908403,Good,DAP
30.85,62.03,23.42,4,10,26,11.491778501032018,Poor,14-35-14
32.9,63.12,47.43,15,16,20,4.55296963949981,Moderate,14-35-14
29.42,72.78,42.89,39,2,0,6.470143048908954,Good,20-20
38.27,63.65,41.45,12,4,35,6.339590792627685,Good,28-28
25.08,61.53,34.32,16,2,38,5.132193167928573,Good,10-26-26
33.46,72.4,40.83,15,0,8,7.635086292816265,Poor,28-28
27.4,56.09,57.66,11,11,16,4.861861497910879,Moderate,17-17-17
31.91,46.26,41.51,24,3,27,9.36613111447269,Moderate,28-28
30.02,66.49,49.75,10,0,13,4.563441907905306,Moderate,17-17-17
26.05,51.23,34.11,17,0,40,8.716163666525661,Good,Urea
38.11,67.76,40.16,12,0,45,8.998692603720773,Moderate,14-35-14
25.82,44.33,29.18,10,4,37,11.50670659396334,Good,Urea
25.24,43.61,39.67,2,22,14,4.112054843929068,Good,14-35-14
36.49,65.48,39.34,14,0,32,10.83494892541558,Moderate,10-26-26
23.39,59.65,40.74,16,0,14,7.275765844963462,Excellent,10-26-26
29.61,70.12,42.17,14,15,13,7.79877788517171,Moderate,14-35-14
33.0,55.09,52.37,17,0,37,9.320351590054273,Poor,Urea
32.12,68.28,42.26,8,17,20,8.298106246771692,Moderate,14-35-14
33.34,73.86,48.0,7,4,29,11.060667706378796,Poor,10-26-26
29.17,64.55,46.56,23,1,20,11.167617991458448,Good,10-26-26
24.82,45.77,51.47,23,2,24,9.944874507778406,Moderate,17-17-17
27.19,46.21,27.99,28,0,16,11.547454983810916,Good,14-35-14
34.5,63.22,50.73,44,0,1,8.778224341159163,Poor,28-28
31.98,45.3,30.75,36,0,0,8.343768108656473,Moderate,Urea
31.31,58.21,49.13,8,20,21,11.012471829281328,Moderate,20-20
31.7,73.98,42.06,7,9,31,11.956192903754456,Poor,Urea
30.25,60.34,33.5,27,1,28,10.592260461499963,Moderate,20-20
38.47,55.14,50.1,13,0,41,6.133267577648529,Moderate,20-20
35.84,62.15,67.16,3,9,26,8.120573662328262,Poor,28-28
26.29,62.82,38.28,8,14,16,6.655194788284215,Excellent,20-20
35.77,67.17,42.53,13,1,32,9.30097558545352,Moderate,10-26-26
27.14,68.62,46.27,9,0,39,7.016283270278609,Excellent,DAP
32.99,70.55,34.22,23,0,20,7.587303283280214,Poor,14-35-14
33.14,50.64,55.05,8,0,39,11.765670876721488,Poor,28-28
25.7,57.86,20.0,10,0,38,11.333556015070975,Moderate,DAP
27.27,42.2,47.49,10,16,18,10.808915129283855,Good,17-17-17
25.65,55.02,37.37,41,3,2,7.935767107682733,Good,17-17-17
28.48,55.48,25.55,23,0,23,10.801290279838602,Good,10-26-26
26.12,60.43,58.13,11,0,11,11.606802925050916,Moderate,17-17-17
22.99,44.67,30.17,18,0,16,7.277547679451586,Excellent,17-17-17
35.57,70.66,40.03,42,0,0,10.110881461863592,Poor,10-26-26
25.78,57.76,65.12,13,0,40,8.166066206691273,Moderate,28-28
38.93,72.28,67.64,25,0,24,11.551119030347165,Poor,DAP
34.4,70.85,53.05,12,12,13,4.229647818840496,Poor,20-20
23.28,45.27,43.77,19,0,21,5.797065471435675,Good,14-35-14
29.27,65.89,70.0,12,4,35,4.904990353535382,Moderate,17-17-17
28.06,44.09,58.46,10,10,16,6.421845587231285,Good,10-26-26
29.55,60.62,45.99,23,0,25,5.056936427524022,Good,28-28
25.91,42.33,27.89,11,16,8,10.683139116633503,Good,17-17-17
29.91,45.99,64.48,42,1,0,9.061964393819093,Moderate,14-35-14
32.92,60.86,60.26,37,1,0,7.355058785037088,Moderate,DAP
36.6,61.48,20.0,9,9,27,6.020992779216109,Moderate,28-28
35.3,76.77,44.61,8,0,42,4.251595891672564,Poor,DAP
32.46,62.03,48.0,15,0,6,4.950163814471122,Moderate,DAP
31.52,57.93,68.2,12,4,26,9.889982420467032,Poor,20-20
28.54,55.75,38.08,25,4,18,9.328226607110178,Good,10-26-26
26.33,58.16,43.91,10,11,22,8.763316566575877,Good,Urea
31.55,50.78,32.59,34,4,0,8.179711403218723,Moderate,20-20
25.7,62.98,30.45,8,14,29,8.642659509269112,Good,20-20
33.51,66.81,32.19,24,4,17,9.91750586683817,Moderate,17-17-17
33.19,62.86,37.31,45,0,0,6.775436629510138,Good,DAP
24.07,54.47,28.69,9,0,11,7.801323502602208,Good,14-35-14
37.03,73.51,35.21,11,3,36,8.253951954894179,Poor,DAP
29.52,56.55,31.92,5,11,33,11.632121165855732,Good,20-20
20.55,42.03,63.54,11,16,16,5.779020814671221,Moderate,14-35-14
33.35,71.63,38.11,14,2,38,6.08273498742685,Moderate,DAP
30.33,51.05,33.36,13,0,5,5.3710138308429,Moderate,DAP
31.18,55.84,28.31,43,4,2,5.8975639309294285,Moderate,28-28
37.84,66.91,57.7,45,0,0,10.788999899798617,Poor,Urea
32.56,68.67,23.64,42,0,0,10.663735690315598,Poor,DAP
31.72,45.26,28.54,35,0,2,8.982885287772836,Moderate,17-17-17
31.1,45.98,25.78,39,0,2,8.713553664161605,Moderate,28-28
29.8,59.73,35.64,9,0,11,7.006841965524872,Excellent,Urea
33.62,63.24,36.1,25,0,20,4.315920326543617,Moderate,10-26-26
34.15,57.16,39.48,26,4,24,8.601141660623291,Moderate,17-17-17
29.13,53.38,49.08,10,8,9,11.112187973520545,Good,DAP
30.83,57.02,57.45,33,0,0,8.081313299604314,Poor,10-26-26
29.14,61.8,44.63,6,16,9,9.902401983669552,Good,10-26-26
26.79,61.62,45.64,6,14,17,6.780515767944601,Excellent,20-20
21.49,46.99,40.82,3,20,17,10.540935231479397,Good,17-17-17
35.36,56.86,36.82,38,3,0,8.551885053292075,Moderate,DAP
25.98,56.09,45.29,27,1,21,4.304673100278574,Good,Urea
25.86,45.62,35.68,40,1,2,11.700734517996793,Good,DAP
29.91,60.03,58.5,44,0,2,6.69562728866624,Good,17-17-17
27.33,55.62,31.28,39,0,0,6.04349529035799,Excellent,DAP
34.51,68.73,69.9,14,12,11,4.780920620383804,Poor,14-35-14
32.14,71.89,41.21,9,9,17,7.573837834801457,Poor,14-35-14
34.01,63.87,51.24,19,3,20,8.368665554040927,Poor,DAP
30.01,59.57,35.04,4,9,34,8.215785262470575,Moderate,DAP
35.19,65.14,22.12,6,2,28,10.03099753448108,Poor,10-26-26
28.81,54.94,41.6,42,0,0,10.421719849043336,Good,Urea
30.77,55.44,46.67,1,5,32,6.42186377207816,Good,28-28
32.43,56.6,64.19,14,10,35,7.172989936326617,Moderate,17-17-17
34.68,50.94,55.43,13,0,43,4.184025547636727,Poor,17-17-17
24.83,59.19,31.4,40,0,3,4.818146092630802,Good,17-17-17
28.86,73.5,29.53,41,3,0,5.768944153003871,Moderate,28-28
29.84,65.34,35.1,5,0,9,9.915750614051452,Good,14-35-14
38.76,56.94,56.53,5,0,14,11.57391602616006,Poor,14-35-14
35.24,66.47,51.44,6,7,30,5.861024560622763,Poor,17-17-17
34.51,58.28,63.85,10,2,38,10.867377877381788,Poor,20-20
23.93,60.03,29.73,12,2,10,4.627643024442744,Good,DAP
28.0,58.95,32.66,19,0,33,11.345314017061996,Good,17-17-17
25.02,45.57,38.91,39,0,0,11.918430350126858,Good,20-20
30.76,50.1,44.85,31,2,4,8.920807900912074,Moderate,Urea
30.4,52.84,59.57,12,8,13,7.356244035304995,Moderate,Urea
34.55,61.85,66.2,9,15,10,9.777450775422617,Poor,Urea
23.54,47.71,27.92,13,9,32,5.422549406968497,Good,Urea
29.87,52.38,22.8,13,1,7,4.2362745626541685,Moderate,28-28
34.57,55.72,20.0,10,11,29,8.499278829363172,Poor,14-35-14
31.63,50.38,31.45,17,0,15,10.991306918475058,Moderate,10-26-26
31.73,51.82,37.23,38,1,3,6.24245957899829,Good,DAP
25.36,62.76,62.32,3,6,33,7.229163611364344,Good,14-35-14
36.64,57.29,24.08,3,8,26,4.0705190137891885,Poor,10-26-26
32.1,65.89,70.0,17,0,37,7.000522341148009,Moderate,14-35-14
21.09,49.87,63.43,13,13,13,5.320589819176668,Moderate,Urea
36.17,73.15,60.09,42,4,2,4.886368134531676,Poor,17-17-17
38.68,76.72,57.16,43,1,0,6.018077871267916,Poor,DAP
29.0,70.73,43.4,17,19,13,10.231539075287946,Moderate,Urea
